"Notes"	"Age Group"	"Age Group Code"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	"Crude Rate"
	"< 1 year"	"1"	"2000"	"2000"	"Other congenital malformations"	"Q80-Q89"	600	3805648	15.8
	"< 1 year"	"1"	"2000"	"2000"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	1015	3805648	26.7
	"< 1 year"	"1"	"2000"	"2000"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	33	3805648	0.9
	"< 1 year"	"1"	"2000"	"2000"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	3	3805648	0.1 (Unreliable)
	"< 1 year"	"1"	"2000"	"2000"	"Symptoms and signs involving cognition, perception, emotional state and behaviour"	"R40-R46"	1	3805648	0.0 (Unreliable)
	"< 1 year"	"1"	"2000"	"2000"	"Symptoms and signs involving speech and voice"	"R47-R49"	1	3805648	0.0 (Unreliable)
	"< 1 year"	"1"	"2000"	"2000"	"General symptoms and signs"	"R50-R68"	28	3805648	0.7
	"< 1 year"	"1"	"2000"	"2000"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	1	3805648	0.0 (Unreliable)
	"< 1 year"	"1"	"2000"	"2000"	"Ill-defined and unknown causes of mortality"	"R95-R99"	3572	3805648	93.9
	"< 1 year"	"1"	"2000"	"2000"	"Transport accidents"	"V01-V99"	174	3805648	4.6
	"< 1 year"	"1"	"2000"	"2000"	"Other external causes of accidental injury"	"W00-X59"	707	3805648	18.6
	"< 1 year"	"1"	"2000"	"2000"	"Assault"	"X85-Y09"	349	3805648	9.2
	"< 1 year"	"1"	"2000"	"2000"	"Event of undetermined intent"	"Y10-Y34"	65	3805648	1.7
	"< 1 year"	"1"	"2000"	"2000"	"Complications of medical and surgical care"	"Y40-Y84"	19	3805648	0.5 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Intestinal infectious diseases"	"A00-A09"	14	4012658	0.3 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Tuberculosis"	"A16-A19"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other bacterial diseases"	"A30-A49"	360	4012658	9.0
	"< 1 year"	"1"	"2001"	"2001"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Viral infections of the central nervous system"	"A80-A89"	7	4012658	0.2 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	26	4012658	0.6
	"< 1 year"	"1"	"2001"	"2001"	"Viral hepatitis"	"B15-B19"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	10	4012658	0.2 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other viral diseases"	"B25-B34"	77	4012658	1.9
	"< 1 year"	"1"	"2001"	"2001"	"Mycoses"	"B35-B49"	58	4012658	1.4
	"< 1 year"	"1"	"2001"	"2001"	"Protozoal diseases"	"B50-B64"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other infectious diseases"	"B99-B99"	5	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Malignant neoplasms"	"C00-C97"	66	4012658	1.6
	"< 1 year"	"1"	"2001"	"2001"	"Benign neoplasms"	"D10-D36"	15	4012658	0.4 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	36	4012658	0.9
	"< 1 year"	"1"	"2001"	"2001"	"Nutritional anaemias"	"D50-D53"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Haemolytic anaemias"	"D55-D59"	8	4012658	0.2 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Aplastic and other anaemias"	"D60-D64"	7	4012658	0.2 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	34	4012658	0.8
	"< 1 year"	"1"	"2001"	"2001"	"Other diseases of blood and blood-forming organs"	"D70-D76"	25	4012658	0.6
	"< 1 year"	"1"	"2001"	"2001"	"Certain disorders involving the immune mechanism"	"D80-D89"	31	4012658	0.8
	"< 1 year"	"1"	"2001"	"2001"	"Disorders of thyroid gland"	"E00-E07"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Diabetes mellitus"	"E10-E14"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Disorders of other endocrine glands"	"E20-E34"	39	4012658	1.0
	"< 1 year"	"1"	"2001"	"2001"	"Malnutrition"	"E40-E46"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other nutritional deficiencies"	"E50-E64"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Metabolic disorders"	"E70-E88"	244	4012658	6.1
	"< 1 year"	"1"	"2001"	"2001"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Mood [affective] disorders"	"F30-F39"	3	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Disorders of psychological development"	"F80-F89"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Inflammatory diseases of the central nervous system"	"G00-G09"	87	4012658	2.2
	"< 1 year"	"1"	"2001"	"2001"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	90	4012658	2.2
	"< 1 year"	"1"	"2001"	"2001"	"Other degenerative diseases of the nervous system"	"G30-G31"	8	4012658	0.2 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Demyelinating diseases of the central nervous system"	"G35-G37"	4	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Episodic and paroxysmal disorders"	"G40-G47"	10	4012658	0.2 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Diseases of myoneural junction and muscle"	"G70-G72"	47	4012658	1.2
	"< 1 year"	"1"	"2001"	"2001"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	20	4012658	0.5
	"< 1 year"	"1"	"2001"	"2001"	"Other disorders of the nervous system"	"G90-G98"	93	4012658	2.3
	"< 1 year"	"1"	"2001"	"2001"	"Disorders of conjunctiva"	"H10-H11"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Diseases of middle ear and mastoid"	"H65-H74"	3	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Chronic rheumatic heart diseases"	"I05-I09"	3	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Hypertensive diseases"	"I10-I15"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Ischaemic heart diseases"	"I20-I25"	26	4012658	0.6
	"< 1 year"	"1"	"2001"	"2001"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	170	4012658	4.2
	"< 1 year"	"1"	"2001"	"2001"	"Other forms of heart disease"	"I30-I51"	279	4012658	7.0
	"< 1 year"	"1"	"2001"	"2001"	"Cerebrovascular diseases"	"I60-I69"	108	4012658	2.7
	"< 1 year"	"1"	"2001"	"2001"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	13	4012658	0.3 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	17	4012658	0.4 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	5	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Acute upper respiratory infections"	"J00-J06"	9	4012658	0.2 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Influenza and pneumonia"	"J09-J18"	299	4012658	7.5
	"< 1 year"	"1"	"2001"	"2001"	"Other acute lower respiratory infections"	"J20-J22"	50	4012658	1.2
	"< 1 year"	"1"	"2001"	"2001"	"Other diseases of upper respiratory tract"	"J30-J39"	15	4012658	0.4 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Chronic lower respiratory diseases"	"J40-J47"	41	4012658	1.0
	"< 1 year"	"1"	"2001"	"2001"	"Lung diseases due to external agents"	"J60-J70"	12	4012658	0.3 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	74	4012658	1.8
	"< 1 year"	"1"	"2001"	"2001"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	4	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other diseases of pleura"	"J90-J94"	16	4012658	0.4 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other diseases of the respiratory system"	"J96-J98"	176	4012658	4.4
	"< 1 year"	"1"	"2001"	"2001"	"Diseases of oral cavity, salivary glands and jaws"	"K00-K14"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	20	4012658	0.5
	"< 1 year"	"1"	"2001"	"2001"	"Diseases of appendix"	"K35-K38"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Hernia"	"K40-K46"	43	4012658	1.1
	"< 1 year"	"1"	"2001"	"2001"	"Noninfective enteritis and colitis"	"K50-K52"	31	4012658	0.8
	"< 1 year"	"1"	"2001"	"2001"	"Other diseases of intestines"	"K55-K63"	258	4012658	6.4
	"< 1 year"	"1"	"2001"	"2001"	"Diseases of peritoneum"	"K65-K66"	12	4012658	0.3 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Diseases of liver"	"K70-K76"	78	4012658	1.9
	"< 1 year"	"1"	"2001"	"2001"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	8	4012658	0.2 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other diseases of the digestive system"	"K90-K92"	25	4012658	0.6
	"< 1 year"	"1"	"2001"	"2001"	"Dermatitis and eczema"	"L20-L30"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Dorsopathies"	"M40-M54"	3	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Soft tissue disorders"	"M60-M79"	4	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Osteopathies and chondropathies"	"M80-M94"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Glomerular diseases"	"N00-N07"	8	4012658	0.2 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Renal tubulo-interstitial diseases"	"N10-N15"	9	4012658	0.2 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Renal failure"	"N17-N19"	125	4012658	3.1
	"< 1 year"	"1"	"2001"	"2001"	"Other disorders of kidney and ureter"	"N25-N28"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other diseases of urinary system"	"N30-N39"	6	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Diseases of male genital organs"	"N40-N50"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Inflammatory diseases of female pelvic organs"	"N70-N76"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Noninflammatory disorders of female genital tract"	"N80-N98"	5	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	"P00-P04"	2832	4012658	70.6
	"< 1 year"	"1"	"2001"	"2001"	"Disorders related to length of gestation and fetal growth"	"P05-P08"	4473	4012658	111.5
	"< 1 year"	"1"	"2001"	"2001"	"Birth trauma"	"P10-P15"	145	4012658	3.6
	"< 1 year"	"1"	"2001"	"2001"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	3998	4012658	99.6
	"< 1 year"	"1"	"2001"	"2001"	"Infections specific to the perinatal period"	"P35-P39"	869	4012658	21.7
	"< 1 year"	"1"	"2001"	"2001"	"Haemorrhagic and haematological disorders of newborn"	"P50-P61"	600	4012658	15.0
	"< 1 year"	"1"	"2001"	"2001"	"Transitory endocrine and metabolic disorders specific to newborn"	"P70-P74"	29	4012658	0.7
	"< 1 year"	"1"	"2001"	"2001"	"Digestive system disorders of newborn"	"P76-P78"	456	4012658	11.4
	"< 1 year"	"1"	"2001"	"2001"	"Conditions involving the integument and temperature regulation of newborn"	"P80-P83"	167	4012658	4.2
	"< 1 year"	"1"	"2001"	"2001"	"Other disorders originating in the perinatal period"	"P90-P96"	165	4012658	4.1
	"< 1 year"	"1"	"2001"	"2001"	"Congenital malformations of the nervous system"	"Q00-Q07"	673	4012658	16.8
	"< 1 year"	"1"	"2001"	"2001"	"Congenital malformations of eye, ear, face and neck"	"Q10-Q18"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Congenital malformations of the circulatory system"	"Q20-Q28"	1748	4012658	43.6
	"< 1 year"	"1"	"2001"	"2001"	"Congenital malformations of the respiratory system"	"Q30-Q34"	594	4012658	14.8
	"< 1 year"	"1"	"2001"	"2001"	"Cleft lip and cleft palate"	"Q35-Q37"	2	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Other congenital malformations of the digestive system"	"Q38-Q45"	104	4012658	2.6
	"< 1 year"	"1"	"2001"	"2001"	"Congenital malformations of genital organs"	"Q50-Q56"	4	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Congenital malformations of the urinary system"	"Q60-Q64"	352	4012658	8.8
	"< 1 year"	"1"	"2001"	"2001"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	456	4012658	11.4
	"< 1 year"	"1"	"2001"	"2001"	"Other congenital malformations"	"Q80-Q89"	546	4012658	13.6
	"< 1 year"	"1"	"2001"	"2001"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	1033	4012658	25.7
	"< 1 year"	"1"	"2001"	"2001"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	27	4012658	0.7
	"< 1 year"	"1"	"2001"	"2001"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	5	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Symptoms and signs involving cognition, perception, emotional state and behaviour"	"R40-R46"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Symptoms and signs involving speech and voice"	"R47-R49"	1	4012658	0.0 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"General symptoms and signs"	"R50-R68"	33	4012658	0.8
	"< 1 year"	"1"	"2001"	"2001"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	4	4012658	0.1 (Unreliable)
	"< 1 year"	"1"	"2001"	"2001"	"Ill-defined and unknown causes of mortality"	"R95-R99"	3419	4012658	85.2
	"< 1 year"	"1"	"2001"	"2001"	"Transport accidents"	"V01-V99"	151	4012658	3.8
	"< 1 year"	"1"	"2001"	"2001"	"Other external causes of accidental injury"	"W00-X59"	825	4012658	20.6
	"< 1 year"	"1"	"2001"	"2001"	"Assault"	"X85-Y09"	332	4012658	8.3
	"< 1 year"	"1"	"2001"	"2001"	"Event of undetermined intent"	"Y10-Y34"	83	4012658	2.1
	"< 1 year"	"1"	"2001"	"2001"	"Complications of medical and surgical care"	"Y40-Y84"	26	4012658	0.6
	"< 1 year"	"1"	"2002"	"2002"	"Intestinal infectious diseases"	"A00-A09"	16	3951461	0.4 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Tuberculosis"	"A16-A19"	1	3951461	0.0 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Other bacterial diseases"	"A30-A49"	345	3951461	8.7
	"< 1 year"	"1"	"2002"	"2002"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	2	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Viral infections of the central nervous system"	"A80-A89"	12	3951461	0.3 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	26	3951461	0.7
	"< 1 year"	"1"	"2002"	"2002"	"Viral hepatitis"	"B15-B19"	2	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	7	3951461	0.2 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Other viral diseases"	"B25-B34"	117	3951461	3.0
	"< 1 year"	"1"	"2002"	"2002"	"Mycoses"	"B35-B49"	47	3951461	1.2
	"< 1 year"	"1"	"2002"	"2002"	"Protozoal diseases"	"B50-B64"	3	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Other infectious diseases"	"B99-B99"	4	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Malignant neoplasms"	"C00-C97"	74	3951461	1.9
	"< 1 year"	"1"	"2002"	"2002"	"Benign neoplasms"	"D10-D36"	14	3951461	0.4 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	55	3951461	1.4
	"< 1 year"	"1"	"2002"	"2002"	"Haemolytic anaemias"	"D55-D59"	13	3951461	0.3 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Aplastic and other anaemias"	"D60-D64"	5	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	24	3951461	0.6
	"< 1 year"	"1"	"2002"	"2002"	"Other diseases of blood and blood-forming organs"	"D70-D76"	19	3951461	0.5 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Certain disorders involving the immune mechanism"	"D80-D89"	21	3951461	0.5
	"< 1 year"	"1"	"2002"	"2002"	"Disorders of thyroid gland"	"E00-E07"	1	3951461	0.0 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Diabetes mellitus"	"E10-E14"	1	3951461	0.0 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Disorders of other endocrine glands"	"E20-E34"	38	3951461	1.0
	"< 1 year"	"1"	"2002"	"2002"	"Malnutrition"	"E40-E46"	2	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Other nutritional deficiencies"	"E50-E64"	2	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Metabolic disorders"	"E70-E88"	222	3951461	5.6
	"< 1 year"	"1"	"2002"	"2002"	"Organic, including symptomatic, mental disorders"	"F01-F09"	1	3951461	0.0 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	3	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Mood [affective] disorders"	"F30-F39"	3	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Neurotic, stress-related and somatoform disorders"	"F40-F48"	1	3951461	0.0 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Inflammatory diseases of the central nervous system"	"G00-G09"	82	3951461	2.1
	"< 1 year"	"1"	"2002"	"2002"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	90	3951461	2.3
	"< 1 year"	"1"	"2002"	"2002"	"Extrapyramidal and movement disorders"	"G20-G25"	2	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Other degenerative diseases of the nervous system"	"G30-G31"	13	3951461	0.3 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Demyelinating diseases of the central nervous system"	"G35-G37"	1	3951461	0.0 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Episodic and paroxysmal disorders"	"G40-G47"	12	3951461	0.3 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Nerve, nerve root and plexus disorders"	"G50-G58"	1	3951461	0.0 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Diseases of myoneural junction and muscle"	"G70-G72"	50	3951461	1.3
	"< 1 year"	"1"	"2002"	"2002"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	10	3951461	0.3 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Other disorders of the nervous system"	"G90-G98"	121	3951461	3.1
	"< 1 year"	"1"	"2002"	"2002"	"Disorders of choroid and retina"	"H30-H35"	2	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Diseases of middle ear and mastoid"	"H65-H74"	4	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Diseases of inner ear"	"H80-H83"	2	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Chronic rheumatic heart diseases"	"I05-I09"	4	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Hypertensive diseases"	"I10-I15"	5	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Ischaemic heart diseases"	"I20-I25"	23	3951461	0.6
	"< 1 year"	"1"	"2002"	"2002"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	186	3951461	4.7
	"< 1 year"	"1"	"2002"	"2002"	"Other forms of heart disease"	"I30-I51"	287	3951461	7.3
	"< 1 year"	"1"	"2002"	"2002"	"Cerebrovascular diseases"	"I60-I69"	117	3951461	3.0
	"< 1 year"	"1"	"2002"	"2002"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	18	3951461	0.5 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	25	3951461	0.6
	"< 1 year"	"1"	"2002"	"2002"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	2	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Acute upper respiratory infections"	"J00-J06"	9	3951461	0.2 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Influenza and pneumonia"	"J09-J18"	263	3951461	6.7
	"< 1 year"	"1"	"2002"	"2002"	"Other acute lower respiratory infections"	"J20-J22"	52	3951461	1.3
	"< 1 year"	"1"	"2002"	"2002"	"Other diseases of upper respiratory tract"	"J30-J39"	15	3951461	0.4 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Chronic lower respiratory diseases"	"J40-J47"	39	3951461	1.0
	"< 1 year"	"1"	"2002"	"2002"	"Lung diseases due to external agents"	"J60-J70"	4	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	72	3951461	1.8
	"< 1 year"	"1"	"2002"	"2002"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	6	3951461	0.2 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Other diseases of pleura"	"J90-J94"	14	3951461	0.4 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Other diseases of the respiratory system"	"J96-J98"	162	3951461	4.1
	"< 1 year"	"1"	"2002"	"2002"	"Diseases of oral cavity, salivary glands and jaws"	"K00-K14"	3	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	26	3951461	0.7
	"< 1 year"	"1"	"2002"	"2002"	"Diseases of appendix"	"K35-K38"	3	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Hernia"	"K40-K46"	29	3951461	0.7
	"< 1 year"	"1"	"2002"	"2002"	"Noninfective enteritis and colitis"	"K50-K52"	56	3951461	1.4
	"< 1 year"	"1"	"2002"	"2002"	"Other diseases of intestines"	"K55-K63"	258	3951461	6.5
	"< 1 year"	"1"	"2002"	"2002"	"Diseases of peritoneum"	"K65-K66"	8	3951461	0.2 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Diseases of liver"	"K70-K76"	89	3951461	2.3
	"< 1 year"	"1"	"2002"	"2002"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	12	3951461	0.3 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Other diseases of the digestive system"	"K90-K92"	25	3951461	0.6
	"< 1 year"	"1"	"2002"	"2002"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	1	3951461	0.0 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Systemic connective tissue disorders"	"M30-M35"	3	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Dorsopathies"	"M40-M54"	3	3951461	0.1 (Unreliable)
	"< 1 year"	"1"	"2002"	"2002"	"Soft tissue disorders"	"M60-M79"	7	3951461	0.2 (Unreliable)
